Player,Mat,Inns,Overs,Mdns,Runs,Wkts,BBI,Ave,Econ,SR,4,5,Team,Start Date,End Date
LS Livingstone,4,3.0,19.4,0.0,97.0,4.0,3/16,24.25,4.93,29.5,0.0,0.0,England,2023-09-01,2023-10-01
GLS Scrimshaw,1,1.0,8.4,0.0,66.0,3.0,3/66,22.0,7.61,17.3,0.0,0.0,England,2023-09-01,2023-10-01
CR Woakes,2,2.0,15.0,1.0,58.0,3.0,3/31,19.33,3.86,30.0,0.0,0.0,England,2023-09-01,2023-10-01
BA Carse,3,2.0,15.0,0.0,93.0,2.0,1/40,46.5,6.2,45.0,0.0,0.0,England,2023-09-01,2023-10-01
SM Curran,3,3.0,13.2,0.0,84.0,2.0,1/21,42.0,6.3,40.0,0.0,0.0,England,2023-09-01,2023-10-01
MJ Potts,2,1.0,7.0,0.0,47.0,2.0,2/47,23.5,6.71,21.0,0.0,0.0,England,2023-09-01,2023-10-01
AAP Atkinson,3,3.0,17.0,0.0,94.0,1.0,1/23,94.0,5.52,102.0,0.0,0.0,England,2023-09-01,2023-10-01
AU Rashid,1,1.0,8.0,0.0,70.0,1.0,1/70,70.0,8.75,48.0,0.0,0.0,England,2023-09-01,2023-10-01
TW Hartley,2,1.0,10.0,0.0,48.0,0.0,,,4.8,,0.0,0.0,England,2023-09-01,2023-10-01
WG Jacks,2,1.0,3.0,0.0,27.0,0.0,,,9.0,,0.0,0.0,England,2023-09-01,2023-10-01
JE Root,4,1.0,4.0,0.0,25.0,0.0,,,6.25,,0.0,0.0,England,2023-09-01,2023-10-01
JM Bairstow,3,,,,,,,,,,,,England,2023-09-01,2023-10-01
HC Brook,3,,,,,,,,,,,,England,2023-09-01,2023-10-01
JC Buttler,4,,,,,,,,,,,,England,2023-09-01,2023-10-01
Z Crawley,2,,,,,,,,,,,,England,2023-09-01,2023-10-01
BM Duckett,2,,,,,,,,,,,,England,2023-09-01,2023-10-01
SR Hain,2,,,,,,,,,,,,England,2023-09-01,2023-10-01
DJ Malan,3,,,,,,,,,,,,England,2023-09-01,2023-10-01
PD Salt,2,,,,,,,,,,,,England,2023-09-01,2023-10-01
JL Smith,2,,,,,,,,,,,,England,2023-09-01,2023-10-01
BA Stokes,3,,,,,,,,,,,,England,2023-09-01,2023-10-01
L Wood,1,,,,,,,,,,,,England,2023-09-01,2023-10-01
A Zampa,6,6.0,59.0,3.0,397.0,11.0,4/48,36.09,6.72,32.1,1.0,0.0,Australia,2023-09-01,2023-10-01
JR Hazlewood,5,5.0,47.0,2.0,298.0,8.0,3/41,37.25,6.34,35.2,0.0,0.0,Australia,2023-09-01,2023-10-01
SA Abbott,6,6.0,49.3,2.0,322.0,7.0,2/50,46.0,6.5,42.4,0.0,0.0,Australia,2023-09-01,2023-10-01
NT Ellis,4,4.0,36.0,1.0,229.0,5.0,2/32,45.8,6.36,43.2,0.0,0.0,Australia,2023-09-01,2023-10-01
C Green,5,5.0,37.4,0.0,268.0,5.0,2/103,53.6,7.11,45.2,0.0,0.0,Australia,2023-09-01,2023-10-01
GJ Maxwell,1,1.0,10.0,0.0,40.0,4.0,4/40,10.0,4.0,15.0,1.0,0.0,Australia,2023-09-01,2023-10-01
MP Stoinis,4,4.0,31.0,1.0,199.0,4.0,2/20,49.75,6.41,46.5,0.0,0.0,Australia,2023-09-01,2023-10-01
PJ Cummins,2,2.0,18.0,0.0,103.0,2.0,1/44,51.5,5.72,54.0,0.0,0.0,Australia,2023-09-01,2023-10-01
AM Hardie,1,1.0,10.0,0.0,62.0,2.0,2/62,31.0,6.2,30.0,0.0,0.0,Australia,2023-09-01,2023-10-01
TM Head,4,2.0,14.0,0.0,80.0,2.0,2/39,40.0,5.71,42.0,0.0,0.0,Australia,2023-09-01,2023-10-01
T Sangha,2,2.0,18.0,0.0,125.0,2.0,1/61,62.5,6.94,54.0,0.0,0.0,Australia,2023-09-01,2023-10-01
AC Agar,1,1.0,9.0,0.0,40.0,1.0,1/40,40.0,4.44,54.0,0.0,0.0,Australia,2023-09-01,2023-10-01
TH David,4,1.0,2.0,0.0,20.0,1.0,1/20,20.0,10.0,12.0,0.0,0.0,Australia,2023-09-01,2023-10-01
MG Neser,2,2.0,20.0,1.0,119.0,1.0,1/59,119.0,5.95,120.0,0.0,0.0,Australia,2023-09-01,2023-10-01
MA Starc,1,1.0,7.0,0.0,53.0,1.0,1/53,53.0,7.57,42.0,0.0,0.0,Australia,2023-09-01,2023-10-01
SH Johnson,1,1.0,8.0,0.0,61.0,0.0,,,7.62,,0.0,0.0,Australia,2023-09-01,2023-10-01
M Labuschagne,8,1.0,3.0,0.0,33.0,0.0,,,11.0,,0.0,0.0,Australia,2023-09-01,2023-10-01
MW Short,2,2.0,10.0,0.0,54.0,0.0,,,5.4,,0.0,0.0,Australia,2023-09-01,2023-10-01
AT Carey,7,,,,,,,,,,,,Australia,2023-09-01,2023-10-01
JP Inglis,5,,,,,,,,,,,,Australia,2023-09-01,2023-10-01
MR Marsh,7,,,,,,,,,,,,Australia,2023-09-01,2023-10-01
SPD Smith,3,,,,,,,,,,,,Australia,2023-09-01,2023-10-01
DA Warner,8,,,,,,,,,,,,Australia,2023-09-01,2023-10-01
Gulbadin Naib,2,2.0,18.0,0.0,118.0,5.0,4/60,23.6,6.55,21.6,1.0,0.0,Afghanistan,2023-09-01,2023-10-01
Mujeeb Ur Rahman,2,2.0,20.0,0.0,122.0,2.0,1/60,61.0,6.1,60.0,0.0,0.0,Afghanistan,2023-09-01,2023-10-01
Rashid Khan,2,2.0,20.0,1.0,129.0,2.0,2/63,64.5,6.45,60.0,0.0,0.0,Afghanistan,2023-09-01,2023-10-01
Fazalhaq Farooqi,2,2.0,13.0,2.0,105.0,0.0,,,8.07,,0.0,0.0,Afghanistan,2023-09-01,2023-10-01
Karim Janat,2,2.0,9.0,0.0,59.0,0.0,,,6.55,,0.0,0.0,Afghanistan,2023-09-01,2023-10-01
Mohammad Nabi,2,2.0,20.0,0.0,85.0,0.0,,,4.25,,0.0,0.0,Afghanistan,2023-09-01,2023-10-01
Hashmatullah Shahidi,2,,,,,,,,,,,,Afghanistan,2023-09-01,2023-10-01
Ibrahim Zadran,2,,,,,,,,,,,,Afghanistan,2023-09-01,2023-10-01
Najibullah Zadran,2,,,,,,,,,,,,Afghanistan,2023-09-01,2023-10-01
Rahmanullah Gurbaz,2,,,,,,,,,,,,Afghanistan,2023-09-01,2023-10-01
Rahmat Shah,2,,,,,,,,,,,,Afghanistan,2023-09-01,2023-10-01
M Jansen,5,5.0,32.0,1.0,231.0,8.0,5/39,28.87,7.21,24.0,0.0,1.0,South Africa,2023-09-01,2023-10-01
KA Maharaj,4,4.0,33.1,5.0,135.0,8.0,4/33,16.87,4.07,24.8,1.0,0.0,South Africa,2023-09-01,2023-10-01
K Rabada,3,3.0,25.5,1.0,168.0,7.0,3/41,24.0,6.5,22.1,0.0,0.0,South Africa,2023-09-01,2023-10-01
G Coetzee,4,4.0,27.3,0.0,214.0,6.0,4/50,35.66,7.78,27.5,1.0,0.0,South Africa,2023-09-01,2023-10-01
T Shamsi,2,2.0,17.0,0.0,90.0,6.0,4/61,15.0,5.29,17.0,1.0,0.0,South Africa,2023-09-01,2023-10-01
L Ngidi,3,3.0,21.0,1.0,116.0,5.0,4/51,23.2,5.52,25.2,1.0,0.0,South Africa,2023-09-01,2023-10-01
AL Phehlukwayo,2,2.0,13.0,0.0,94.0,2.0,1/44,47.0,7.23,39.0,0.0,0.0,South Africa,2023-09-01,2023-10-01
SSB Magala,1,1.0,4.0,0.0,46.0,1.0,1/46,46.0,11.5,24.0,0.0,0.0,South Africa,2023-09-01,2023-10-01
AK Markram,5,3.0,15.2,0.0,120.0,0.0,,,7.82,,0.0,0.0,South Africa,2023-09-01,2023-10-01
A Nortje,1,1.0,5.0,0.0,58.0,0.0,,,11.6,,0.0,0.0,South Africa,2023-09-01,2023-10-01
T Bavuma,4,,,,,,,,,,,,South Africa,2023-09-01,2023-10-01
Q de Kock,5,,,,,,,,,,,,South Africa,2023-09-01,2023-10-01
RR Hendricks,2,,,,,,,,,,,,South Africa,2023-09-01,2023-10-01
H Klaasen,5,,,,,,,,,,,,South Africa,2023-09-01,2023-10-01
DA Miller,5,,,,,,,,,,,,South Africa,2023-09-01,2023-10-01
HE van der Dussen,4,,,,,,,,,,,,South Africa,2023-09-01,2023-10-01
JJ Bumrah,6,6.0,53.5,4.0,211.0,14.0,4/39,15.07,3.91,23.0,1.0,0.0,India,2023-10-01,2023-11-01
Kuldeep Yadav,6,6.0,58.0,0.0,261.0,10.0,2/24,26.1,4.5,34.8,0.0,0.0,India,2023-10-01,2023-11-01
Mohammed Shami,2,2.0,17.0,2.0,76.0,9.0,5/54,8.44,4.47,11.3,1.0,1.0,India,2023-10-01,2023-11-01
RA Jadeja,6,6.0,54.5,3.0,206.0,8.0,3/28,25.75,3.75,41.1,0.0,0.0,India,2023-10-01,2023-11-01
Mohammed Siraj,6,6.0,49.3,2.0,290.0,6.0,2/50,48.33,5.85,49.5,0.0,0.0,India,2023-10-01,2023-11-01
HH Pandya,4,4.0,16.3,0.0,113.0,5.0,2/34,22.6,6.84,19.8,0.0,0.0,India,2023-10-01,2023-11-01
SN Thakur,3,3.0,17.0,0.0,102.0,2.0,1/31,51.0,6.0,51.0,0.0,0.0,India,2023-10-01,2023-11-01
R Ashwin,1,1.0,10.0,1.0,34.0,1.0,1/34,34.0,3.4,60.0,0.0,0.0,India,2023-10-01,2023-11-01
V Kohli,6,1.0,0.3,0.0,2.0,0.0,,,4.0,,0.0,0.0,India,2023-10-01,2023-11-01
Ishan Kishan,2,,,,,,,,,,,,India,2023-10-01,2023-11-01
SS Iyer,6,,,,,,,,,,,,India,2023-10-01,2023-11-01
KL Rahul,6,,,,,,,,,,,,India,2023-10-01,2023-11-01
RG Sharma,6,,,,,,,,,,,,India,2023-10-01,2023-11-01
Shubman Gill,4,,,,,,,,,,,,India,2023-10-01,2023-11-01
SA Yadav,2,,,,,,,,,,,,India,2023-10-01,2023-11-01
Shaheen Shah Afridi,7,7.0,61.0,2.0,319.0,16.0,5/54,19.93,5.22,22.8,0.0,1.0,Pakistan,2023-10-01,2023-11-01
Haris Rauf,7,7.0,59.0,1.0,384.0,12.0,3/43,32.0,6.5,29.5,0.0,0.0,Pakistan,2023-10-01,2023-11-01
Hasan Ali,5,5.0,41.0,2.0,239.0,8.0,4/71,29.87,5.82,30.7,1.0,0.0,Pakistan,2023-10-01,2023-11-01
Mohammad Wasim (1),2,2.0,18.1,2.0,81.0,5.0,3/31,16.2,4.45,21.8,0.0,0.0,Pakistan,2023-10-01,2023-11-01
Usama Mir,4,4.0,35.0,0.0,248.0,4.0,2/45,62.0,7.08,52.5,0.0,0.0,Pakistan,2023-10-01,2023-11-01
Iftikhar Ahmed,7,6.0,33.0,0.0,169.0,2.0,1/16,84.5,5.12,99.0,0.0,0.0,Pakistan,2023-10-01,2023-11-01
Mohammad Nawaz (3),5,5.0,37.5,0.0,223.0,2.0,1/31,111.5,5.89,113.5,0.0,0.0,Pakistan,2023-10-01,2023-11-01
Shadab Khan,5,4.0,28.0,0.0,180.0,2.0,1/45,90.0,6.42,84.0,0.0,0.0,Pakistan,2023-10-01,2023-11-01
Abdullah Shafique,6,,,,,,,,,,,,Pakistan,2023-10-01,2023-11-01
Agha Salman,1,,,,,,,,,,,,Pakistan,2023-10-01,2023-11-01
Babar Azam,7,,,,,,,,,,,,Pakistan,2023-10-01,2023-11-01
Fakhar Zaman,2,,,,,,,,,,,,Pakistan,2023-10-01,2023-11-01
Imam-ul-Haq,6,,,,,,,,,,,,Pakistan,2023-10-01,2023-11-01
Mohammad Rizwan,7,,,,,,,,,,,,Pakistan,2023-10-01,2023-11-01
Saud Shakeel,7,,,,,,,,,,,,Pakistan,2023-10-01,2023-11-01
Mehidy Hasan Miraz,7,7.0,56.0,3.0,306.0,9.0,3/25,34.0,5.46,37.3,0.0,0.0,Bangladesh,2023-10-01,2023-11-01
Shoriful Islam,7,7.0,55.1,3.0,358.0,8.0,3/75,44.75,6.48,41.3,0.0,0.0,Bangladesh,2023-10-01,2023-11-01
Shakib Al Hasan,6,6.0,52.3,1.0,272.0,7.0,3/30,38.85,5.18,45.0,0.0,0.0,Bangladesh,2023-10-01,2023-11-01
Mahedi Hasan,2,2.0,15.0,0.0,111.0,6.0,4/71,18.5,7.4,15.0,1.0,0.0,Bangladesh,2023-10-01,2023-11-01
Mustafizur Rahman,7,7.0,56.0,2.0,322.0,4.0,2/36,80.5,5.75,84.0,0.0,0.0,Bangladesh,2023-10-01,2023-11-01
Taskin Ahmed,5,5.0,35.0,2.0,205.0,4.0,2/43,51.25,5.85,52.5,0.0,0.0,Bangladesh,2023-10-01,2023-11-01
Hasan Mahmud,2,2.0,14.0,0.0,132.0,3.0,2/67,44.0,9.42,28.0,0.0,0.0,Bangladesh,2023-10-01,2023-11-01
Mahmudullah,6,3.0,5.0,0.0,33.0,0.0,,,6.6,,0.0,0.0,Bangladesh,2023-10-01,2023-11-01
Nasum Ahmed,2,2.0,14.3,0.0,87.0,0.0,,,6.0,,0.0,0.0,Bangladesh,2023-10-01,2023-11-01
Najmul Hossain Shanto,7,1.0,1.0,0.0,5.0,0.0,,,5.0,,0.0,0.0,Bangladesh,2023-10-01,2023-11-01
Litton Das,7,,,,,,,,,,,,Bangladesh,2023-10-01,2023-11-01
Mushfiqur Rahim,7,,,,,,,,,,,,Bangladesh,2023-10-01,2023-11-01
Tanzid Hasan,7,,,,,,,,,,,,Bangladesh,2023-10-01,2023-11-01
Towhid Hridoy,5,,,,,,,,,,,,Bangladesh,2023-10-01,2023-11-01
MJ Santner,7,7.0,67.4,1.0,341.0,14.0,5/59,24.35,5.03,29.0,0.0,1.0,New Zealand,2023-10-01,2023-11-01
MJ Henry,7,7.0,54.2,3.0,315.0,11.0,3/40,28.63,5.79,29.6,0.0,0.0,New Zealand,2023-10-01,2023-11-01
TA Boult,7,7.0,65.0,3.0,331.0,10.0,3/77,33.1,5.09,39.0,0.0,0.0,New Zealand,2023-10-01,2023-11-01
LH Ferguson,5,5.0,36.0,1.0,201.0,8.0,3/19,25.12,5.58,27.0,0.0,0.0,New Zealand,2023-10-01,2023-11-01
GD Phillips,7,7.0,29.0,0.0,155.0,6.0,3/37,25.83,5.34,29.0,0.0,0.0,New Zealand,2023-10-01,2023-11-01
R Ravindra,7,7.0,51.0,0.0,312.0,3.0,1/34,104.0,6.11,102.0,0.0,0.0,New Zealand,2023-10-01,2023-11-01
JDS Neesham,3,3.0,14.3,0.0,157.0,2.0,1/32,78.5,10.82,43.5,0.0,0.0,New Zealand,2023-10-01,2023-11-01
TG Southee,1,1.0,10.0,0.0,77.0,2.0,2/77,38.5,7.7,30.0,0.0,0.0,New Zealand,2023-10-01,2023-11-01
DJ Mitchell,7,1.0,1.0,0.0,11.0,0.0,,,11.0,,0.0,0.0,New Zealand,2023-10-01,2023-11-01
MS Chapman,5,,,,,,,,,,,,New Zealand,2023-10-01,2023-11-01
DP Conway,7,,,,,,,,,,,,New Zealand,2023-10-01,2023-11-01
TWM Latham,7,,,,,,,,,,,,New Zealand,2023-10-01,2023-11-01
KS Williamson,1,,,,,,,,,,,,New Zealand,2023-10-01,2023-11-01
WA Young,6,,,,,,,,,,,,New Zealand,2023-10-01,2023-11-01
AU Rashid,6,6.0,51.4,1.0,266.0,8.0,3/42,33.25,5.14,38.7,0.0,0.0,England,2023-10-01,2023-11-01
RJW Topley,3,3.0,27.4,2.0,183.0,8.0,4/43,22.87,6.61,20.7,1.0,0.0,England,2023-10-01,2023-11-01
DJ Willey,3,3.0,24.0,3.0,136.0,5.0,3/45,27.2,5.66,28.8,0.0,0.0,England,2023-10-01,2023-11-01
CR Woakes,5,5.0,33.0,1.0,198.0,4.0,2/33,49.5,6.0,49.5,0.0,0.0,England,2023-10-01,2023-11-01
MA Wood,6,6.0,44.0,1.0,279.0,4.0,2/50,69.75,6.34,66.0,0.0,0.0,England,2023-10-01,2023-11-01
AAP Atkinson,1,1.0,9.0,0.0,60.0,2.0,2/60,30.0,6.66,27.0,0.0,0.0,England,2023-10-01,2023-11-01
SM Curran,3,3.0,17.2,2.0,140.0,2.0,1/47,70.0,8.07,52.0,0.0,0.0,England,2023-10-01,2023-11-01
LS Livingstone,5,5.0,23.0,1.0,116.0,2.0,1/13,58.0,5.04,69.0,0.0,0.0,England,2023-10-01,2023-11-01
JE Root,6,2.0,10.1,0.0,67.0,1.0,1/19,67.0,6.59,61.0,0.0,0.0,England,2023-10-01,2023-11-01
MM Ali,3,3.0,20.2,0.0,118.0,0.0,,,5.8,,0.0,0.0,England,2023-10-01,2023-11-01
JM Bairstow,6,,,,,,,,,,,,England,2023-10-01,2023-11-01
HC Brook,4,,,,,,,,,,,,England,2023-10-01,2023-11-01
JC Buttler,6,,,,,,,,,,,,England,2023-10-01,2023-11-01
DJ Malan,6,,,,,,,,,,,,England,2023-10-01,2023-11-01
BA Stokes,3,,,,,,,,,,,,England,2023-10-01,2023-11-01
A Zampa,6,6.0,49.0,1.0,305.0,16.0,4/8,19.06,6.22,18.3,3.0,0.0,Australia,2023-10-01,2023-11-01
PJ Cummins,6,6.0,43.5,0.0,278.0,8.0,2/32,34.75,6.34,32.8,0.0,0.0,Australia,2023-10-01,2023-11-01
JR Hazlewood,6,6.0,50.0,3.0,268.0,8.0,3/38,33.5,5.36,37.5,0.0,0.0,Australia,2023-10-01,2023-11-01
MA Starc,6,6.0,48.0,1.0,303.0,7.0,2/43,43.28,6.31,41.1,0.0,0.0,Australia,2023-10-01,2023-11-01
GJ Maxwell,6,5.0,42.3,1.0,205.0,4.0,2/34,51.25,4.82,63.7,0.0,0.0,Australia,2023-10-01,2023-11-01
MR Marsh,6,3.0,7.0,0.0,43.0,2.0,2/19,21.5,6.14,21.0,0.0,0.0,Australia,2023-10-01,2023-11-01
MP Stoinis,3,3.0,9.0,0.0,62.0,2.0,2/40,31.0,6.88,27.0,0.0,0.0,Australia,2023-10-01,2023-11-01
C Green,2,1.0,2.0,0.0,11.0,0.0,,,5.5,,0.0,0.0,Australia,2023-10-01,2023-11-01
AT Carey,1,,,,,,,,,,,,Australia,2023-10-01,2023-11-01
TM Head,1,,,,,,,,,,,,Australia,2023-10-01,2023-11-01
JP Inglis,5,,,,,,,,,,,,Australia,2023-10-01,2023-11-01
M Labuschagne,6,,,,,,,,,,,,Australia,2023-10-01,2023-11-01
SPD Smith,6,,,,,,,,,,,,Australia,2023-10-01,2023-11-01
DA Warner,6,,,,,,,,,,,,Australia,2023-10-01,2023-11-01
Rashid Khan,6,6.0,56.3,1.0,276.0,7.0,3/37,39.42,4.88,48.4,0.0,0.0,Afghanistan,2023-10-01,2023-11-01
Fazalhaq Farooqi,5,5.0,35.0,2.0,192.0,6.0,4/34,32.0,5.48,35.0,1.0,0.0,Afghanistan,2023-10-01,2023-11-01
Mujeeb Ur Rahman,6,6.0,53.0,1.0,295.0,6.0,3/51,49.16,5.56,53.0,0.0,0.0,Afghanistan,2023-10-01,2023-11-01
Naveen-ul-Haq,6,6.0,38.1,1.0,253.0,6.0,2/48,42.16,6.62,38.1,0.0,0.0,Afghanistan,2023-10-01,2023-11-01
Azmatullah Omarzai,6,6.0,27.0,0.0,199.0,5.0,2/56,39.8,7.37,32.4,0.0,0.0,Afghanistan,2023-10-01,2023-11-01
Mohammad Nabi,6,6.0,40.0,2.0,171.0,3.0,2/16,57.0,4.27,80.0,0.0,0.0,Afghanistan,2023-10-01,2023-11-01
Noor Ahmad,1,1.0,10.0,0.0,49.0,3.0,3/49,16.33,4.9,20.0,0.0,0.0,Afghanistan,2023-10-01,2023-11-01
Hashmatullah Shahidi,6,,,,,,,,,,,,Afghanistan,2023-10-01,2023-11-01
Ibrahim Zadran,6,,,,,,,,,,,,Afghanistan,2023-10-01,2023-11-01
Ikram Alikhil,4,,,,,,,,,,,,Afghanistan,2023-10-01,2023-11-01
Najibullah Zadran,2,,,,,,,,,,,,Afghanistan,2023-10-01,2023-11-01
Rahmanullah Gurbaz,6,,,,,,,,,,,,Afghanistan,2023-10-01,2023-11-01
Rahmat Shah,6,,,,,,,,,,,,Afghanistan,2023-10-01,2023-11-01
M Jansen,7,7.0,55.0,3.0,321.0,16.0,3/31,20.06,5.83,20.6,0.0,0.0,South Africa,2023-10-01,2023-11-01
G Coetzee,6,6.0,44.3,0.0,305.0,14.0,3/35,21.78,6.85,19.0,0.0,0.0,South Africa,2023-10-01,2023-11-01
KA Maharaj,7,7.0,59.0,0.0,291.0,11.0,4/46,26.45,4.93,32.1,1.0,0.0,South Africa,2023-10-01,2023-11-01
K Rabada,6,6.0,46.5,6.0,235.0,11.0,3/33,21.36,5.01,25.5,0.0,0.0,South Africa,2023-10-01,2023-11-01
L Ngidi,6,6.0,43.4,6.0,223.0,7.0,2/26,31.85,5.1,37.4,0.0,0.0,South Africa,2023-10-01,2023-11-01
T Shamsi,2,2.0,17.5,0.0,98.0,6.0,4/60,16.33,5.49,17.8,1.0,0.0,South Africa,2023-10-01,2023-11-01
LB Williams,1,1.0,8.4,1.0,56.0,2.0,2/56,28.0,6.46,26.0,0.0,0.0,South Africa,2023-10-01,2023-11-01
AK Markram,7,1.0,4.0,0.0,20.0,0.0,,,5.0,,0.0,0.0,South Africa,2023-10-01,2023-11-01
T Bavuma,5,,,,,,,,,,,,South Africa,2023-10-01,2023-11-01
Q de Kock,7,,,,,,,,,,,,South Africa,2023-10-01,2023-11-01
RR Hendricks,2,,,,,,,,,,,,South Africa,2023-10-01,2023-11-01
H Klaasen,7,,,,,,,,,,,,South Africa,2023-10-01,2023-11-01
DA Miller,7,,,,,,,,,,,,South Africa,2023-10-01,2023-11-01
HE van der Dussen,7,,,,,,,,,,,,South Africa,2023-10-01,2023-11-01
Mohammed Shami,5,5.0,31.5,2.0,181.0,15.0,7/57,12.06,5.68,12.7,0.0,2.0,India,2023-11-01,2023-12-01
RA Jadeja,5,5.0,38.4,1.0,192.0,8.0,5/33,24.0,4.96,29.0,0.0,1.0,India,2023-11-01,2023-12-01
Mohammed Siraj,5,5.0,33.0,4.0,179.0,8.0,3/16,22.37,5.42,24.7,0.0,0.0,India,2023-11-01,2023-12-01
JJ Bumrah,5,5.0,38.0,5.0,162.0,6.0,2/33,27.0,4.26,38.0,0.0,0.0,India,2023-11-01,2023-12-01
Kuldeep Yadav,5,5.0,37.1,2.0,163.0,5.0,2/7,32.6,4.38,44.6,0.0,0.0,India,2023-11-01,2023-12-01
V Kohli,5,1.0,3.0,0.0,13.0,1.0,1/13,13.0,4.33,18.0,0.0,0.0,India,2023-11-01,2023-12-01
RG Sharma,5,1.0,0.5,0.0,7.0,1.0,1/7,7.0,8.4,5.0,0.0,0.0,India,2023-11-01,2023-12-01
Shubman Gill,5,1.0,2.0,0.0,11.0,0.0,,,5.5,,0.0,0.0,India,2023-11-01,2023-12-01
SA Yadav,5,1.0,2.0,0.0,17.0,0.0,,,8.5,,0.0,0.0,India,2023-11-01,2023-12-01
SS Iyer,5,,,,,,,,,,,,India,2023-11-01,2023-12-01
KL Rahul,5,,,,,,,,,,,,India,2023-11-01,2023-12-01
Mohammad Wasim (1),2,2.0,20.0,0.0,134.0,5.0,3/60,26.8,6.7,24.0,0.0,0.0,Pakistan,2023-11-01,2023-12-01
Haris Rauf,2,2.0,20.0,0.0,149.0,4.0,3/64,37.25,7.45,30.0,0.0,0.0,Pakistan,2023-11-01,2023-12-01
Iftikhar Ahmed,2,2.0,15.0,0.0,93.0,2.0,1/38,46.5,6.2,45.0,0.0,0.0,Pakistan,2023-11-01,2023-12-01
Shaheen Shah Afridi,2,2.0,20.0,1.0,162.0,2.0,2/72,81.0,8.1,60.0,0.0,0.0,Pakistan,2023-11-01,2023-12-01
Hasan Ali,1,1.0,10.0,0.0,82.0,1.0,1/82,82.0,8.2,60.0,0.0,0.0,Pakistan,2023-11-01,2023-12-01
Agha Salman,2,2.0,5.0,0.0,46.0,0.0,,,9.2,,0.0,0.0,Pakistan,2023-11-01,2023-12-01
Shadab Khan,1,1.0,10.0,0.0,57.0,0.0,,,5.7,,0.0,0.0,Pakistan,2023-11-01,2023-12-01
Abdullah Shafique,2,,,,,,,,,,,,Pakistan,2023-11-01,2023-12-01
Babar Azam,2,,,,,,,,,,,,Pakistan,2023-11-01,2023-12-01
Fakhar Zaman,2,,,,,,,,,,,,Pakistan,2023-11-01,2023-12-01
Mohammad Rizwan,2,,,,,,,,,,,,Pakistan,2023-11-01,2023-12-01
Saud Shakeel,2,,,,,,,,,,,,Pakistan,2023-11-01,2023-12-01
Tanzim Hasan Sakib,1,1.0,10.0,0.0,80.0,3.0,3/80,26.66,8.0,20.0,0.0,0.0,Bangladesh,2023-11-01,2023-12-01
Shakib Al Hasan,1,1.0,10.0,0.0,57.0,2.0,2/57,28.5,5.7,30.0,0.0,0.0,Bangladesh,2023-11-01,2023-12-01
Shoriful Islam,1,1.0,9.3,0.0,51.0,2.0,2/51,25.5,5.36,28.5,0.0,0.0,Bangladesh,2023-11-01,2023-12-01
Mehidy Hasan Miraz,2,2.0,16.0,0.0,96.0,1.0,1/49,96.0,6.0,96.0,0.0,0.0,Bangladesh,2023-11-01,2023-12-01
Mustafizur Rahman,1,1.0,9.4,1.0,76.0,1.0,1/76,76.0,7.86,58.0,0.0,0.0,Bangladesh,2023-11-01,2023-12-01
Taskin Ahmed,2,2.0,20.0,1.0,100.0,1.0,1/61,100.0,5.0,120.0,0.0,0.0,Bangladesh,2023-11-01,2023-12-01
Mahedi Hasan,1,1.0,9.0,0.0,38.0,0.0,,,4.22,,0.0,0.0,Bangladesh,2023-11-01,2023-12-01
Nasum Ahmed,1,1.0,10.0,0.0,85.0,0.0,,,8.5,,0.0,0.0,Bangladesh,2023-11-01,2023-12-01
Litton Das,2,,,,,,,,,,,,Bangladesh,2023-11-01,2023-12-01
Mahmudullah,2,,,,,,,,,,,,Bangladesh,2023-11-01,2023-12-01
Mushfiqur Rahim,2,,,,,,,,,,,,Bangladesh,2023-11-01,2023-12-01
Najmul Hossain Shanto,2,,,,,,,,,,,,Bangladesh,2023-11-01,2023-12-01
Tanzid Hasan,2,,,,,,,,,,,,Bangladesh,2023-11-01,2023-12-01
Towhid Hridoy,2,,,,,,,,,,,,Bangladesh,2023-11-01,2023-12-01
TG Southee,4,4.0,33.0,0.0,256.0,7.0,3/100,36.57,7.75,28.2,0.0,0.0,New Zealand,2023-11-01,2023-12-01
TA Boult,4,4.0,36.0,4.0,222.0,5.0,3/37,44.4,6.16,43.2,0.0,0.0,New Zealand,2023-11-01,2023-12-01
LH Ferguson,2,2.0,18.0,2.0,100.0,2.0,2/35,50.0,5.55,54.0,0.0,0.0,New Zealand,2023-11-01,2023-12-01
R Ravindra,4,3.0,16.4,0.0,98.0,2.0,2/21,49.0,5.88,50.0,0.0,0.0,New Zealand,2023-11-01,2023-12-01
MJ Santner,4,4.0,35.0,3.0,166.0,2.0,2/22,83.0,4.74,105.0,0.0,0.0,New Zealand,2023-11-01,2023-12-01
JDS Neesham,1,1.0,5.3,0.0,69.0,1.0,1/69,69.0,12.54,33.0,0.0,0.0,New Zealand,2023-11-01,2023-12-01
MJ Henry,1,1.0,5.3,0.0,31.0,0.0,,,5.63,,0.0,0.0,New Zealand,2023-11-01,2023-12-01
DJ Mitchell,4,1.0,0.3,0.0,1.0,0.0,,,2.0,,0.0,0.0,New Zealand,2023-11-01,2023-12-01
GD Phillips,4,4.0,18.0,1.0,130.0,0.0,,,7.22,,0.0,0.0,New Zealand,2023-11-01,2023-12-01
IS Sodhi,1,1.0,4.0,0.0,44.0,0.0,,,11.0,,0.0,0.0,New Zealand,2023-11-01,2023-12-01
